year,rank,title,artist,qkey,a0,t0,total,ttr,entropy,hhi,max_p,bow_tid,match_score,artist_mxm,title_mxm
2000,6,Say My Name,Destiny's Child,say my name destiny's child,d,say,750,0.19466666666666665,4.181269190820666,0.029208888888888847,0.08933333333333333,TROXXYE128F4267245,100.0,Destiny's Child,Say My Name
2000,9,Bent,Matchbox Twenty,bent matchbox twenty,m,bent,292,0.3116438356164384,4.029372401193955,0.02817132670294618,0.08561643835616438,TRUKPPC128F92C7FCF,100.0,Matchbox Twenty,Bent
2000,16,There You Go,Pink,there you go pink,p,there,469,0.24946695095948826,4.138509239945913,0.03207386764017253,0.13432835820895522,TRFQLMX128EF35946A,88.23529411764706,P!nk,There You Go
2000,18,Doesn't Really Matter,Janet Jackson,doesn't really matter janet jackson,j,doesn't,700,0.1357142857142857,3.9619878268245867,0.02723673469387752,0.06857142857142857,TRXXCIZ128F42574DD,100.0,Janet Jackson,Doesn't Really Matter
2000,19,What a Girl Wants,Christina Aguilera,what a girl wants christina aguilera,c,what,425,0.2776470588235294,4.100451310978357,0.02619238754325253,0.05647058823529412,TRGVYBU128F425B737,100.0,Christina Aguilera,What a Girl Wants
2000,20,Back at One,Brian McKnight,back at one brian mcknight,b,back,319,0.3448275862068966,4.374057338110158,0.017246292784072484,0.05956112852664577,TRIFIZC128F4272D42,100.0,Brian McKnight,Back at One
2000,22,You Sang to Me,Marc Anthony,you sang to me marc anthony,m,you,463,0.183585313174946,3.7731263683712664,0.03803255134837607,0.11231101511879049,TRABQJG128F4267518,100.0,Marc Anthony,You Sang to Me
2000,23,I Need to Know,Marc Anthony,i need to know marc anthony,m,i,439,0.15945330296127563,3.5174290443922613,0.04662180042652337,0.0888382687927107,TRHVBCC128F429E974,100.0,Marc Anthony,I Need to Know
2000,25,Incomplete,Sisqó,incomplete sisq,s,incomplete,421,0.28978622327790976,4.214468798012011,0.023815031510767797,0.07838479809976247,TRVWYWK128F148D453,100.0,Sisqó,Incomplete
2000,31,Show Me the Meaning of Being Lonely,Backstreet Boys,show me the meaning of being lonely backstreet boys,b,show,288,0.3090277777777778,4.062245631072395,0.02343749999999996,0.059027777777777776,TRTYXZK128F4290090,100.0,Backstreet Boys,Show Me the Meaning of Being Lonely
2000,33,Back Here,BBMak,back here bbmak,b,back,298,0.2483221476510067,3.703601365574391,0.041124273681365675,0.12751677852348994,TRJZGXV128F92D4C0D,100.0,BBMak,Back Here
2000,36,With Arms Wide Open,Creed,arms wide open creed,c,arms,243,0.3333333333333333,3.8631564967140912,0.0329387457873969,0.07818930041152264,TRMNHRU128F92F25CF,100.0,Creed,Arms Wide Open
2000,38,Come On Over Baby (All I Want Is You),Christina Aguilera,come on over baby all i want is you christina aguilera,c,come,485,0.2020618556701031,3.8335099328310225,0.03619938356892333,0.09484536082474226,TRPJKAW128F425B720,100.0,Christina Aguilera,Come On Over Baby (All I Want Is You)
2000,40,All the Small Things,Blink-182,all the small things blink 182,b,all,210,0.2761904761904762,3.2580083891707616,0.09773242630385487,0.2857142857142857,TRYMIRJ128F4281F7D,100.0,blink-182,All the Small Things
2000,49,Blue (Da Ba Dee),Eiffel 65,blue da ba dee eiffel 65,e,blue,464,0.14870689655172414,3.104638513576011,0.09062871581450656,0.1810344827586207,TRXCVFT12903C9AB3C,100.0,Eiffel 65,Blue
